Case ID,Activity,Resource,Complete Timestamp,Worker ID,original_index,End Time,Error Text,Extracted Info,Category
Case 1,Round Grinding,Machine 3,2012/02/14 15:27:00.000,ID4445,11,2012/02/14 15:27,"During the Round Grinding activity on Machine 3, an unexpected issue arose at 2012/02/02 01:15. My worker ID is ID4618. Initially, I observed that the grinding wheel was not spinning smoothly as expected. Despite adjusting settings and checking for mechanical issues, I couldn't find a direct cause. However, the machine started to emit an unusual sound and produce inconsistent results. The ground parts were irregular in shape, with some having excessive roundness while others remained under-grinded. The system didn't show any warnings or errors, yet it was evident that something was amiss. I paused the process immediately, alerted the supervisor, and reported the issue for further investigation and resolution.","{
    ""Activity"": ""Unexpected issue arose during grinding activity on Machine [Machine ID] at ""
}",Part Misalignment
Case 10,Turning & Milling,Machine 9,2012/01/17 11:05:00.000,ID3846,16,2012/01/17 11:05,"On January 17, 2012 at 11:05, during the Turning & Milling activity on Machine 9, ID3846 noticed an issue. The machine was running smoothly initially, but a loud grinding noise suddenly occurred. I inspected the situation and discovered that the moving parts appeared to be rubbing against each other excessively due to lack of lubrication. This led to overheating and eventually caused a component to seize. Smoke emanated from the machine, and the operation had to be halted immediately to prevent further damage. I reported the incident to my supervisor for necessary maintenance and parts replacement.","{
  ""Activity"": ""Turning & Milling"",
  ""Machine"": ""Machine 9"",
  ""Error time and Error date"": ""2012/01/17 11:05"",
  ""WorkerID"": ""ID3846""
}",Lubrication Deficiency
Case 10,Turning & Milling,Machine 9,2012/01/17 20:01:00.000,ID4132,18,2012/01/17 20:01,,,
Case 10,Turning & Milling,Machine 9,2012/01/17 23:43:00.000,ID4132,19,2012/01/17 23:43,,,
Case 10,Turning & Milling,Machine 9,2012/01/18 06:32:00.000,ID4794,20,2012/01/18 06:32,,,
Case 10,Turning & Milling,Machine 9,2012/01/18 07:24:00.000,ID3846,21,2012/01/18 07:24,,,
Case 10,Turning & Milling,Machine 9,2012/01/18 17:55:00.000,ID4132,22,2012/01/18 17:55,,,
Case 10,Turning & Milling,Machine 9,2012/01/18 20:04:00.000,ID4132,23,2012/01/18 20:04,,,
Case 10,Turning & Milling,Machine 9,2012/01/19 06:29:00.000,ID4794,24,2012/01/19 06:29,"During the Turning & Milling activity on Machine 9, an unexpected issue occurred at 2012/01/19 06:29. I am worker ID4794. As I was working, I noticed that the part being processed seemed to be rotating irregularly, with a visible wobble in its movement. This anomaly caused inconsistencies in the cutting process, resulting in an uneven finish on the final product. The machine continued to operate without any alerts from the system, but the affected part had clear signs of misalignment and distortion. I halted the process immediately and reported the incident to the supervisor for further correction and inspection.","{
""Activity"": ""Turning & Milling"",
""Machine"": ""Machine 9"",
""Error time and Error date"": ""2012/01/19 06:29"",
""WorkerID"": ""ID4794""
}",Part Misalignment
Case 10,Turning & Milling,Machine 9,2012/01/19 18:09:00.000,ID4132,25,2012/01/19 18:09,"During the Turning & Milling process on Machine 9 on January 19, 2012, at around 6:09 PM. I am worker ID4132. The machine seemed to be functioning normally, but as I was monitoring the progress, I noticed an unusual movement in the workpiece. The component was shifting during the process, causing inconsistencies in the milled surface. By the end of the cycle, the final part showed clear signs of distortion and misalignment. Despite no alerts from the system, it was evident that there was a problem with the clamping mechanism, leading to the imperfections observed on the piece. I promptly stopped the process and notified my supervisor for further investigation and rectification.","{
    ""Activity"": ""Turning & Milling"",
    ""Machine"": ""Machine 9"",
    ""Error time and Error date"": ""2012/01/19 18:09"",
    ""WorkerID"": ""ID4132""
}",Part Misalignment
Case 10,Turning & Milling,Machine 9,2012/01/19 20:08:00.000,ID4132,26,2012/01/19 20:08,,,
Case 10,Turning & Milling,Machine 9,2012/01/20 05:10:00.000,ID4794,27,2012/01/20 05:10,,,
Case 10,Turning & Milling,Machine 9,2012/01/22 06:34:00.000,ID4641,28,2012/01/22 06:34,,,
Case 10,Turning & Milling,Machine 9,2012/01/22 07:13:00.000,ID3846,29,2012/01/22 07:13,,,
Case 10,Turning & Milling,Machine 9,2012/01/22 17:47:00.000,ID3846,30,2012/01/22 17:47,,,
Case 10,Laser Marking,Machine 7,2012/01/25 10:57:00.000,ID4794,32,2012/01/25 10:57,"During the Laser Marking activity on Machine 7 at precisely 10:57 on January 25, 2012, I was operator ID4794. As the process commenced, I observed an unusual issue; the material being worked on didn't appear to be securely clamped within the device as it should have been. Consequently, the laser marking patterns started deviating significantly from their intended design. There were no warning signals from the system, but the markings on the output part showed clear signs of distortion and inconsistency. I immediately halted the process and notified my supervisor to address this anomaly.","{
""Activity"": ""Not specified"",
""Machine"": ""Machine 7"",
""Error time and Error date"": ""2012/01/25 10:57"",
""WorkerID"": ""ID4794""
}",Part Misalignment
Case 10,Laser Marking,Machine 7,2012/01/25 12:54:00.000,ID4882,33,2012/01/25 12:54,,,
Case 10,Laser Marking,Machine 7,2012/01/25 14:09:00.000,ID4882,34,2012/01/25 14:09,,,
Case 10,Flat Grinding,Machine 11,2012/01/27 13:00:00.000,ID0998,35,2012/01/27 13:00,,,
Case 10,Flat Grinding,Machine 11,2012/01/29 15:06:00.000,ID0998,36,2012/01/29 15:06,,,
Case 10,Flat Grinding,Machine 11,2012/01/30 16:59:00.000,ID0998,37,2012/01/30 16:59,"While performing Flat Grinding on Machine 11 at 2012/01/30 16:59, I, ID0998, observed an issue during the process. The machine was functioning normally initially, but I noticed that the workpiece was not properly aligned in its designated position. As a result, the grinding wheel made contact with different areas of the part unevenly. This led to an irregular and unsymmetrical grind pattern on the component's surface. Despite no alarms from the system, the final product exhibited a visible asymmetry. I paused the process and alerted the supervisor about the misalignment issue for immediate rectification.","{
""Activity"": ""Flat Grinding"",
""Machine"": ""Machine 11"",
""Error time and Error date"": ""2012/01/30 16:59"",
""WorkerID"": ""ID0998""
}",Part Misalignment
Case 100,Turning & Milling,Machine 8,2012/02/20 17:57:00.000,ID4219,40,2012/02/20 17:57,"During the Turning & Milling process on Machine 8 on 20 Feb 2012 at 17:57. I am worker 4219. Initially, the machine seemed to be functioning correctly, but I soon noticed that the workpiece was not maintaining its position as intended during rotation. This inconsistency resulted in an uneven pattern of cuts on the component. The final piece exhibited a clear twist or bend, which deviated from the standard specifications. Despite there being no machine alerts regarding this issue, it became evident that something was amiss. I immediately halted the process and alerted my supervisor about the misaligned part, so they could investigate further and rectify the problem.","{
""Activity"": ""Turning & Milling"",
""Machine"": ""Machine 8"",
""Error time and Error date"": ""20 Feb 2012 at 17:57"",
""WorkerID"": ""4219""
}",Part Misalignment
Case 100,Turning & Milling,Machine 8,2012/02/21 02:57:00.000,ID4529,41,2012/02/21 02:57,,,
Case 100,Turning & Milling,Machine 8,2012/02/21 11:03:00.000,ID4219,42,2012/02/21 11:03,,,
Case 100,Turning & Milling,Machine 8,2012/02/21 12:08:00.000,ID4219,43,2012/02/21 12:08,,,
Case 100,Laser Marking,Machine 7,2012/03/11 11:06:00.000,ID0998,45,2012/03/11 11:06,,,
Case 100,Flat Grinding,Machine 11,2012/03/11 12:45:00.000,ID0998,46,2012/03/11 12:45,,,
Case 100,Lapping,Machine 1,2012/03/11 13:18:00.000,ID4882,47,2012/03/11 13:18,,,
Case 100,Round Grinding,Machine 3,2012/03/13 10:41:00.000,ID4445,48,2012/03/13 10:41,,,
Case 100,Round Grinding,Machine 3,2012/03/13 15:12:00.000,ID4445,49,2012/03/13 15:12,"During the Round Grinding activity on Machine 3, an issue arose at 2012/03/13 15:12. My worker ID is ID4445. As I was working, I noticed that the clamping process was not secure due to an unidentified error. This led to the grinding wheel exerting inconsistent pressure on the workpiece, causing an irregular roundness in the part being produced. Despite normal operation indicators from the machine, the final product showed obvious asymmetry and a lack of smooth circularity. I immediately paused the process and alerted the supervisor about this issue for rectification purposes.","{
""Activity"": ""Round Grinding"",
""Machine"": ""Machine 3"",
""Error time and Error date"": ""2012/03/13 15:12"",
""WorkerID"": ""ID4445""
}",Part Misalignment
Case 101,Turning & Milling,Machine 8,2012/03/13 23:03:00.000,ID4219,55,2012/03/13 23:03,,,
Case 101,Turning & Milling,Machine 8,2012/03/13 23:49:00.000,ID4219,56,2012/03/13 23:49,,,
Case 101,Turning & Milling,Machine 8,2012/03/14 01:06:00.000,ID4219,57,2012/03/14 01:06,"During the Turning & Milling activity on Machine 8 at 1:06 AM on 14 March 2012, I was operator ID4219. Initially, everything seemed to be running smoothly. However, as I progressed with the operation, I noticed an unexpected issue. The CNC program suddenly switched to a different sequence that wasn't part of the current job order. This caused the machine to perform unintended cuts, resulting in significant material loss and potential damage to the workpiece. Despite no alerts from the system, it was clear something was amiss due to the erratic movement of the tooling. I immediately halted the process and notified my supervisor about the unexpected software behavior for further investigation and correction.","{
""Activity"": ""Turning & Milling"",
""Machine"": ""Machine 8"",
""Error time and Error date"": ""2012/03/14 01:06"",
""WorkerID"": ""ID4219""
}",Part Misalignment
Case 101,Turning & Milling,Machine 8,2012/03/14 06:28:00.000,ID4794,58,2012/03/14 06:28,,,
Case 101,Turning & Milling,Machine 8,2012/03/14 07:48:00.000,ID0997,59,2012/03/14 07:48,,,
Case 101,Turning & Milling,Machine 8,2012/03/14 11:10:00.000,ID0997,60,2012/03/14 11:10,"During the Turning & Milling process on Machine 8 on 14 March 2012 at 11:10. I am worker 0997. The operation started smoothly, but I soon noticed an unusual behavior in the machine's CNC system. The commands were not being executed as programmed, causing inconsistencies in the part's shape. The milling pattern was irregular and the edges displayed noticeable deviations from the intended design. There were no alerts or warning signs from the system, but the final piece did not meet quality standards due to these anomalies. I paused the process immediately and alerted the supervisor about the issue for investigation and resolution.","{
""Activity"": ""Turning & Milling"",
""Machine"": ""Machine 8"",
""Error time and Error date"": ""2012/03/14 11:10"",
""WorkerID"": ""0997""
}",Part Misalignment
Case 101,Turning & Milling,Machine 8,2012/03/14 13:30:00.000,ID0997,61,2012/03/14 13:30,"While performing Turning & Milling operations on Machine 8 at 2012/03/14 13:30, an unexpected issue surfaced with my worker ID being ID0997. The machine was functioning smoothly initially, but suddenly the tool began to oscillate erratically, causing inconsistent cuts in the workpiece. The software seemed to be malfunctioning as it failed to respond to manual adjustments or override commands, despite repeated attempts to correct the issue. This resulted in significant wastage of raw material and a delay in production. I immediately stopped the process and notified the supervisor for further investigation and resolution of the problem.","{
""Activity"": ""Turning & Milling"",
""Machine"": ""Machine 8"",
""Error time and Error date"": ""2012/03/14 13:30"",
""WorkerID"": ""ID0997""
}",Part Misalignment
Case 101,Flat Grinding,Machine 11,2012/03/15 10:55:00.000,ID0998,63,2012/03/15 10:55,,,
Case 101,Lapping,Machine 1,2012/03/23 12:40:00.000,ID0998,64,2012/03/23 12:40,,,
Case 101,Round Grinding,Machine 12,2012/03/24 23:45:00.000,ID4528,65,2012/03/24 23:45,,,
Case 101,Round Grinding,Machine 12,2012/03/25 06:45:00.000,ID4528,66,2012/03/25 06:45,,,
Case 101,Lapping,Machine 1,2012/03/25 11:00:00.000,ID0998,68,2012/03/25 11:00,,,
Case 101,Laser Marking,Machine 7,2012/03/25 11:29:00.000,ID0998,69,2012/03/25 11:29,,,
Case 102,Turning & Milling,Machine 8,2012/02/27 21:09:00.000,ID4219,71,2012/02/27 21:09,,,
Case 102,Turning & Milling,Machine 8,2012/02/28 01:23:00.000,ID4219,72,2012/02/28 01:23,,,
Case 102,Turning & Milling,Machine 8,2012/02/28 13:26:00.000,ID0997,73,2012/02/28 13:26,"While performing Turning & Milling operations on Machine 8 at 2012/02/28 13:26, an unexpected issue arose. My worker ID is ID0997. The machine seemed to be functioning normally initially; however, I noticed an anomaly in the feed rate of the cutting tool. The speed and precision of the machining process began to fluctuate, resulting in an irregular shape on the final part. Despite no audible alarms from the system, it was evident that the software was malfunctioning. This caused the drill bit to deviate from its intended path, leading to a distorted piece. I halted the machine immediately and reported the incident to the supervisor for further inspection and software correction.","{
""Activity"": ""Turning & Milling"",
""Machine"": ""Machine 8"",
""Error time and Error date"": ""2012/02/28 13:26"",
""WorkerID"": ""ID0997""
}",Part Misalignment
Case 102,Turning & Milling,Machine 8,2012/02/28 16:12:00.000,ID0997,74,2012/02/28 16:12,"This report pertains to an incident during the Laser Marking activity on the 15th of March 2012 at approximately eleven twenty-six in the morning. The machine involved was the seventh machine where I was stationed, my operator ID is 09-98. Today's batch contained components labeled as Batch 345 and the ambient temperature remained around a comfortable 20 degrees.

As I began the Laser Marking process, I immediately noticed something amiss with the cooling system. The water pump seemed to be working irregularly, producing inconsistent levels of coolant flow. As a result, the laser marking on the components was not clear and had distorted patterns, evident by the blurred markings on the samples produced. There were no warning signs or alerts from the machine indicating any issues with the cooling system. I immediately stopped the process and alerted my supervisor to address this unexpected malfunction in the cooling system of Machine 7.","{
""Activity"": ""Turning & Milling"", 
""Machine"": ""Machine 7"", 
""Error time and Error date"": ""2012/03/15 11:26"", 
""WorkerID"": ""09-98""
}",Part Misalignment
Case 102,Turning & Milling,Machine 8,2012/02/28 17:56:00.000,ID0997,76,2012/02/28 17:56,,,
Case 102,Turning & Milling,Machine 8,2012/02/29 01:29:00.000,ID4219,77,2012/02/29 01:29,,,
Case 102,Turning & Milling,Machine 8,2012/02/29 04:31:00.000,ID4794,78,2012/02/29 04:31,,,
Case 102,Turning & Milling,Machine 8,2012/02/29 11:05:00.000,ID0997,79,2012/02/29 11:05,,,
Case 102,Turning & Milling,Machine 8,2012/02/29 16:00:00.000,ID0997,80,2012/02/29 16:00,,,
Case 102,Turning & Milling,Machine 8,2012/02/29 17:20:00.000,ID0997,82,2012/02/29 17:20,,,
Case 102,Turning & Milling,Machine 8,2012/02/29 17:48:00.000,ID0997,84,2012/02/29 17:48,"While performing Turning & Milling operations on Machine 8, an issue arose at 2012/02/29 17:48. My worker ID is ID0997. As I was in the middle of the process, I noticed an unusual sound coming from the machine. Upon investigation, I found that the metal parts were grinding excessively against each other, causing a distinctive noise and a burning smell. The machined part had irregularities, with certain areas appearing rougher than others. I suspected the lack of adequate lubrication as the cause, as there was no visible oil on the moving parts. I immediately stopped the machine to prevent any further damage and reported the issue to the supervisor for appropriate maintenance and lubrication.","{
""Activity"": ""Turning & Milling"",
""Machine"": ""Machine 8"",
""Error time and Error date"": ""2012/02/29 17:48"",
""WorkerID"": ""ID0997""
}",Part Misalignment
Case 102,Turning & Milling,Machine 8,2012/03/01 00:11:00.000,ID4219,85,2012/03/01 00:11,,,
Case 102,Laser Marking,Machine 7,2012/03/08 14:41:00.000,ID0998,88,2012/03/08 14:41,,,
Case 102,Lapping,Machine 1,2012/03/09 01:15:00.000,ID4882,89,2012/03/09 01:15,,,
Case 102,Lapping,Machine 1,2012/03/11 11:04:00.000,ID0998,90,2012/03/11 11:04,,,
Case 102,Round Grinding,Machine 3,2012/03/12 08:09:00.000,ID4445,93,2012/03/12 08:09,,,
Case 102,Round Grinding,Machine 3,2012/03/12 08:04:00.000,ID4445,95,2012/03/12 08:04,,,
Case 102,Round Grinding,Machine 3,2012/03/12 10:58:00.000,ID4445,96,2012/03/12 10:58,,,
Case 103,Turning & Milling,Machine 8,2012/03/06 10:18:00.000,ID4219,101,2012/03/06 10:18,,,
Case 103,Turning & Milling,Machine 8,2012/03/08 06:51:00.000,ID0997,102,2012/03/08 06:51,"During the Turning & Milling process on Machine 8 this morning, on the 9th of March at 07:27, I was worker ID0997. Initially, everything seemed normal. However, as the operation progressed, I noticed an unusual increase in temperature, which made it difficult to handle the tools. The cutting process became less efficient, and the parts were coming out with rougher finishes than usual. Despite no alerts from the system, the machine's cooling system appeared to be malfunctioning, as there was no significant reduction in temperature despite the continuous flow of coolant. I immediately stopped the process, alerted my supervisor, and explained the issue for further investigation and necessary repairs.","{
""Activity"": ""Turning & Milling"",
""Machine"": ""Machine 8"",
""Error time and Error date"": ""2019/03/07 07:27"",
""WorkerID"": ""ID0997""
}",Part Misalignment
Case 103,Turning & Milling,Machine 8,2012/03/08 16:38:00.000,ID4219,103,2012/03/08 16:38,,,
Case 103,Turning & Milling,Machine 8,2012/03/09 04:35:00.000,ID0997,104,2012/03/09 04:35,,,
Case 103,Turning & Milling,Machine 8,2012/03/09 07:27:00.000,ID0997,105,2012/03/09 07:27,,,
Case 103,Turning & Milling,Machine 8,2012/03/09 10:27:00.000,ID4219,107,2012/03/09 10:27,,,
Case 103,Turning & Milling,Machine 8,2012/03/11 10:37:00.000,ID0997,109,2012/03/11 10:37,"On March 11th, 2012, during the Turning & Milling process on Machine 8 at approximately 10:37, an issue arose with the part alignment. I am worker ID0997. Initially, the machine seemed to be operating normally, but as the process progressed, I noticed that the component was not sitting correctly within its fixtures. This misalignment caused irregularities in the machining pattern on the surface of the part, resulting in an asymmetrical finish with one side more affected than the other. Despite no alerts from the system, it was evident that the part produced had a significant angular distortion. I immediately halted the process and reported the incident to the supervisor for necessary corrections.","{
""Activity"": ""Turning & Milling"",
""Machine"": ""Machine 8"",
""Error time and Error date"": ""2012/03/11 10:37"",
""WorkerID"": ""ID0997""
}",Part Misalignment
Case 103,Turning & Milling,Machine 8,2012/03/11 11:48:00.000,ID0997,110,2012/03/11 11:48,,,
Case 103,Turning & Milling,Machine 8,2012/03/11 16:09:00.000,ID0997,111,2012/03/11 16:09,"While performing Turning & Milling operations on Machine 8 at 2012/03/11 16:09, an issue arose. My worker ID is ID0997. Initially, the machine seemed to be operating normally; however, I noticed an unusual heat emanating from the machine that was causing discomfort. The cutting process became increasingly difficult due to the excess heat, and the parts being produced showed signs of uneven wear, with some areas looking overheated compared to others. The cooling system appeared to be malfunctioning as there was no cold water flowing through the hoses as usual. I immediately stopped the machine to prevent further damage and notified the supervisor about the cooling system failure for necessary repairs.","{
""Activity"": ""Turning & Milling"",
""Machine"": ""Machine 8"",
""Error time and Error date"": ""2012/03/11 16:09"",
""WorkerID"": ""ID0997""
}",Part Misalignment
Case 103,Turning & Milling,Machine 8,2012/03/11 18:35:00.000,ID4219,112,2012/03/11 18:35,,,
Case 103,Laser Marking,Machine 7,2012/03/13 10:46:00.000,ID4355,114,2012/03/13 10:46,,,
Case 103,Flat Grinding,Machine 11,2012/03/13 14:04:00.000,ID0998,115,2012/03/13 14:04,,,
Case 104,Turning & Milling,Machine 5,2012/03/20 02:26:00.000,ID4529,120,2012/03/20 02:26,,,
Case 104,Turning & Milling,Machine 5,2012/03/20 06:41:00.000,ID4529,121,2012/03/20 06:41,"While performing Turning & Milling operations on Machine 5 at 2012/03/20 06:41, I, ID4529, encountered an issue. The part being processed appeared to be misaligned within the machine, which caused inconsistencies during the milling process. As a result, the finished product displayed an irregular shape and size. Despite no alerts from the system, it was evident that the part was not correctly shaped due to the asymmetrical contours. I halted the operation immediately and reported the matter to my supervisor for further correction and evaluation of machine accuracy.","{
    ""Activity"": ""Turning & Milling"", 
    ""Machine"": ""Machine 5"", 
    ""Error time and Error date"": ""2012/03/20 06:41"", 
    ""WorkerID"": ""ID4529""
}",Part Misalignment
Case 104,Turning & Milling,Machine 5,2012/03/20 11:07:00.000,ID4429,122,2012/03/20 11:07,,,
Case 104,Laser Marking,Machine 7,2012/03/21 09:49:00.000,ID4718,125,2012/03/21 09:49,,,
Case 105,Turning & Milling,Machine 4,2012/03/21 06:34:00.000,ID4167,126,2012/03/21 06:34,,,
Case 105,Turning & Milling,Machine 4,2012/03/21 10:31:00.000,ID4932,127,2012/03/21 10:31,"During the Lapping process on Machine 1 at 1:15 AM on March 27, 2012, I, worker ID4882, noticed an unusual occurrence. The machine had been running smoothly initially, but suddenly it began to behave erratically. There was a noticeable slowdown in the lapping process and an odd vibration that permeated the area. Despite my attempts to adjust the settings or find a solution, nothing seemed to restore the machine's normal operation. Eventually, the lights flickered and the machine came to an abrupt halt. I immediately alerted the supervisor about the situation, emphasizing the need for attention due to the sudden halt in production.","{
""Activity"": ""Turning & Milling"", 
""Machine"": ""Machine 4"", 
""Error time and Error date"": ""2012/03/27 01:15"", 
""WorkerID"": ""ID4882""
}",Part Misalignment
Case 106,Turning & Milling,Machine 8,2012/03/15 15:44:00.000,ID0997,128,2012/03/15 15:44,,,
Case 106,Turning & Milling,Machine 8,2012/03/15 20:38:00.000,ID4219,129,2012/03/15 20:38,,,
Case 106,Laser Marking,Machine 7,2012/03/19 10:51:00.000,ID0998,131,2012/03/19 10:51,,,
Case 106,Flat Grinding,Machine 11,2012/03/19 15:20:00.000,ID4882,132,2012/03/19 15:20,,,
Case 107,Turning & Milling,Machine 10,2012/03/30 11:47:00.000,ID4132,136,2012/03/30 11:47,"During the Turning & Milling process on Machine 10, an unexpected issue arose at 2012/03/30 11:47. My worker ID is ID4132. As I began the operation, the machine seemed to operate normally initially; however, I noticed that the feed rate and cutting speed were erratic and inconsistent. The machine would occasionally pause, resume, then halt abruptly, causing delays in production. Despite these issues, there was no visible warning or error message from the system. Consequently, the final piece produced had irregular dimensions and surface roughness. I immediately stopped the process to prevent further defects and reported the matter to the supervisor for investigation and resolution.","{
""Activity"": ""Turning & Milling"",
""Machine"": ""Machine 10"",
""Error time and Error date"": ""2012/03/30 11:47"",
""WorkerID"": ""ID4132""
}",Part Misalignment
Case 108,Turning & Milling,Machine 4,2012/02/27 06:55:00.000,ID4794,137,2012/02/27 06:55,"On 27 Feb 2012 at 06:55 during the Turning & Milling activity on Machine 4, I was worker 4794. Initially, everything seemed normal, but as the process progressed, I observed an unusual situation with the clamped piece. Despite the tightened clamps, the part began to gradually shift. This movement caused inconsistencies in the machining pattern, resulting in a noticeable asymmetry on the finished product. The system didn't alert us of any issues, but upon close inspection, it was clear that the intended symmetry was compromised. Concerned about the potential consequences, I halted the process and promptly reported this to my supervisor for immediate attention.","{
""Activity"": ""Turning & Milling"",
""Machine"": ""Machine 4"",
""Error time and Error date"": ""2012/02/27 06:55"",
""WorkerID"": ""4794""
}",Part Misalignment
Case 108,Turning & Milling,Machine 4,2012/02/27 09:13:00.000,ID4529,138,2012/02/27 09:13,"This report covers an incident during the Turning & Milling activity on the 5th of March, 2012 at around six forty-three in the morning. I was operating machine number four with my worker ID being 4-5-2-9. The room temperature and the batch were within acceptable ranges, but it was during the process that things took an unexpected turn. Initially, everything seemed fine, but suddenly, I noticed that the tool wasn't moving as smoothly as it should have been along the feed path. This inconsistency led to a significant deviation in the final shape of the part being produced, with noticeable asymmetries and irregularities. Despite no alarms from the system, the dimensions were clearly off-mark when measured against the template. Concerned about the quality of the output, I halted the process immediately and reported the issue to my supervisor for further action.","{
  ""Activity"": ""Turning & Milling"",
  ""Machine"": ""Machine 4"",
  ""Error time and Error date"": ""2012/03/15 06:43"",
  ""WorkerID"": ""ID4521""
}",Part Misalignment
Case 108,Turning & Milling,Machine 4,2012/02/27 12:38:00.000,ID4529,140,2012/02/27 12:38,,,
Case 108,Laser Marking,Machine 7,2012/02/28 19:07:00.000,ID0998,142,2012/02/28 19:07,,,
Case 108,Flat Grinding,Machine 11,2012/02/29 01:15:00.000,ID4528,143,2012/02/29 01:15,,,
Case 108,Flat Grinding,Machine 11,2012/02/29 23:04:00.000,ID0420,144,2012/02/29 23:04,,,
Case 108,Lapping,Machine 1,2012/03/01 03:50:00.000,ID0420,145,2012/03/01 03:50,,,
